mean_s1_interval,std_s1_interval,mean_s2_interval,std_s2_interval,mean_systole,std_systole,mean_diastole,std_diastole,systole_rr_ratio,diastole_rr_ratio,systole_diastole_ratio,s1_rate_per_sec,s2_rate_per_sec,s1_rate_local,S1_band_1,S1_band_2,S1_band_3,S1_band_4,S1_band_5,S1_band_6,S1_band_7,S1_band_8,S1_band_9,Systole_band_1,Systole_band_2,Systole_band_3,Systole_band_4,Systole_band_5,Systole_band_6,Systole_band_7,Systole_band_8,Systole_band_9,S2_band_1,S2_band_2,S2_band_3,S2_band_4,S2_band_5,S2_band_6,S2_band_7,S2_band_8,S2_band_9,Diastole_band_1,Diastole_band_2,Diastole_band_3,Diastole_band_4,Diastole_band_5,Diastole_band_6,Diastole_band_7,Diastole_band_8,Diastole_band_9,filename,label
0.515827664399093,0.0538590713247795,0.512247565692944,0.0807770996775692,0.196670668267307,0.0736743506214069,0.315576897425637,0.0467562537329291,0.381272044601206,0.611787461599727,0.623209968383857,1.91353975501995,2.02610091707994,2.05979646562335,0.01124543311658,0.017518719103402,0.0472219077836834,0.0610872317020477,0.0820738337900399,0.113746125739713,0.0896424180914259,0.000907935806117768,0.000145962934396188,0.00308905342097567,0.00614402467488873,0.00551368759411094,0.0117877839270868,0.0150435831160422,0.0284251317644588,0.0195193473978939,0.000655079861717517,0.000255926939009639,0.0109814926303593,0.0228890311139051,0.0417494648007523,0.0550907740422765,0.0785272721406953,0.0932506916934054,0.0716827949954898,0.00129536387193102,0.000283688607574037,0.00878218777215714,0.0132137056652008,0.0304634158843753,0.039515155434226,0.0494270507190391,0.070840665423341,0.0543379232282737,0.000686641224852141,0.000135201032693975,201101070538,normal
0.967800453514739,0.0936442063959842,0.972789115646258,0.0408391830327457,0.311403376165281,0.0494266524688422,0.658253968253968,0.0477059505976105,0.32176403207331,0.680154639175258,0.473074817902404,1,1,1.16242970946579,3.01195344679188,2.73390987125104,1.38508982675414,0.700586695419995,0.463890792912548,0.26294133225762,0.133666475574729,0.01681642043773,0.00430281395290227,0.940880506471546,0.964314228935801,0.352705524744578,0.196279608798518,0.149130428854652,0.102634860850413,0.0438007346599114,0.00378097944142816,0.0026138758082006,1.55591826488958,0.979220176442962,0.341589025221754,0.191980122295901,0.147459475243902,0.147512481940397,0.0981876677627321,0.00496671865536852,0.0026310707621175,1.38969800624452,0.966984347609475,0.434207979327126,0.27091050143484,0.230537608271406,0.196039720621144,0.0862396697514705,0.0310153232029264,0.0232253800340056,201101151127,normal
0.811156462585034,0.199350405769237,0.819637188208617,0.163311457321877,0.209080372889897,0.0803548063513198,0.609365079365079,0.143501881664271,0.257755910892442,0.751230012300123,0.343111838813844,1.25964809830904,1.25964809830904,1.38690875545119,0.131099347638078,0.216927389141009,0.102711108103004,0.102606234170921,0.0834143851737376,0.079171667930754,0.0621330981152928,0.00153430981936622,0.000314009642661013,0.0404908384268373,0.0967811144479295,0.0242958707081388,0.0184842460452632,0.0366218858977948,0.0237558328818635,0.0215425235295747,0.00115475751466378,0.000274817542251299,0.118562005664982,0.204883703795328,0.0944803857446772,0.0924439545149906,0.0799529318832906,0.0702033342473852,0.0527847849780787,0.00146315117778754,0.000243249744526905,0.0741512840952617,0.103918718118047,0.0570911453033907,0.0496999989454669,0.0645362520001001,0.0614032298797924,0.0409307210833229,0.00241213814273261,0.00103586426635093,201102081152,normal
0.588124890982034,0.0228631547822726,0.590907029478458,0.013487851626354,0.245442176870748,0.0111401043972116,0.342682714111286,0.0137081765787895,0.417330027404411,0.582669972595589,0.716237402015677,1.77471930459978,1.64795363998551,1.83111290379984,0.279195928258126,0.639211455797523,0.299465621009483,0.194301280707959,0.153704442707898,0.144070464110467,0.091551313966064,0.0022602102643618,0.000511613543192842,0.071958583856798,0.104780872179754,0.0512071663168194,0.0815352486894726,0.059257096895083,0.0550031140482654,0.0258536669872674,0.00174334642681999,0.000449217837862278,0.0798791772750544,0.154092104199056,0.12339474648169,0.117525548333156,0.0766214225291928,0.0979428356344083,0.0589602299959372,0.00178930021032775,0.000487221555530078,0.0680881344228046,0.113238807696969,0.0619438132494052,0.0746085362013652,0.0638853835739859,0.0549945422146808,0.0361900691314363,0.00161568019065791,0.00046822600983949,201102081321,normal
0.76453514739229,0.0192026088179853,0.764063492063492,0.0148420500270255,0.301315192743764,0.0121050891442456,0.463219954648526,0.0149399622563422,0.394115553446435,0.605884446553565,0.650479733698845,1.33333333333333,1.22222222222222,1.426892007032,0.00955179795898531,0.0176810639064136,0.0306351746241481,0.0349553460466173,0.0326260842973842,0.0626086808562131,0.0323198826239355,0.000516296038860353,0.000129582121803792,0.00296186856417605,0.00436810778516711,0.00617628573012745,0.00863501135522914,0.0118410730992713,0.0145577972465848,0.00904120606808837,0.000305846635934302,3.48795745061939e-05,0.0150752869995491,0.0203727060367999,0.0445367099913103,0.090067183690946,0.0741306822346123,0.105031582690698,0.104044849646208,0.000608470472811582,3.10501963292228e-05,0.00115605655459236,0.00136828145833523,0.00191211875926128,0.0019526883421632,0.00365555060938625,0.00499324900331956,0.00501827839784232,0.00016683519074908,5.48994740268615e-05,201102201230,normal
0.723926141885326,0.0429985139252687,0.718616780045351,0.0326312330308711,0.307052154195011,0.0190784300451661,0.41156462585034,0.0380112298145494,0.424148454420162,0.5685174246899,0.746060606060606,1.27304874968426,1.4321798433948,1.57869301401493,0.0439357057994721,0.0975316919548518,0.0911275206051802,0.171191887166913,0.148338636329091,0.135672437977124,0.0936269592639441,0.00129841894387058,0.000206538480506744,0.0125011531131843,0.012159946369094,0.0290884955135453,0.0347222020713414,0.0333972050554358,0.0517771369889777,0.0395832100483977,0.00122538880316057,7.60950952976813e-05,0.0211374596980079,0.0474722153075873,0.0311090386510676,0.0732183261471099,0.113174755248832,0.0837557625843914,0.0887075183615103,0.000981423356422171,0.000101678674393718,0.00821812488754749,0.0159095468349035,0.0294750926181997,0.0375867358430393,0.042840344795139,0.051283439613339,0.039947412805654,0.000778519801698907,0.000182990602031497,201102260502,normal
0.925452254976065,0.0578515148759924,0.925784832451499,0.0580969157883896,0.344517006802721,0.00399231520420007,0.580791131267322,0.0564456581604696,0.372268806899856,0.627575467177767,0.59318572246612,1.11111111111111,1.11111111111111,1.20061419174979,0.00438910989805164,0.00378082065619213,0.00839333781298838,0.0164573986871995,0.0312655643661381,0.0485878421027366,0.0686589473725752,0.00273438821134383,1.68554832906455e-05,0.00301282892852355,0.00395617977574688,0.00501990091394614,0.00650242209507323,0.00758743479385914,0.00890908608586988,0.00930372792501148,0.000731042697778129,0.000137759613272064,0.00438416431214536,0.0041236592697469,0.00562411892195775,0.00789819044247589,0.0163789178033635,0.0344710831469711,0.0239299333634515,0.00127595776437826,0.000143694381980048,0.00164019415752762,0.00212837254046053,0.00201165323176447,0.00221459620491271,0.00234924026218963,0.00346537350503612,0.00388666836041987,0.000329410046242988,9.44750732453221e-05,201102270940,normal
0.614187452758881,0.0316211451310346,0.613605442176871,0.0279429859674209,0.28596546310832,0.00816210236498012,0.327921390778534,0.0308823669145367,0.465599650112984,0.533910924597266,0.872054922764861,1.62217682378174,1.62217682378174,1.76384803770752,0.510565345397696,0.359493853941723,0.40178378317146,0.15273547720433,0.215989364099607,0.168745726598183,0.0370632108463416,0.000639312197773623,0.000167903072634185,0.00596492999778649,0.0093817288271657,0.0112836965086914,0.0105611122187751,0.00834642385437703,0.00714879607800347,0.00477418092601071,0.000188561717833507,7.23172908616289e-05,0.0894421211180191,0.259684946718667,0.296306731040148,0.169992060542875,0.10235017146317,0.10223159431729,0.0371393222808009,0.00066471360452082,6.4624292124857e-05,0.0152464005206464,0.0171342354524408,0.0165644726833281,0.0179282343880041,0.01641425675476,0.0175725594206553,0.0123370304538799,0.000567344221209575,0.000151190805051485,201103090635,normal
0.919909297052154,0.0318259441242815,0.917137818090199,0.0246814167491315,0.291337868480726,0.015456804284184,0.627573696145125,0.0239317168244978,0.316702819956616,0.682212581344902,0.46422893481717,1.11111111111111,1.11111111111111,1.20784855058174,5.43077590381239,2.18285050741733,1.69871251819485,0.578574197270802,0.309086269714328,0.228114595648146,0.0934894073966898,0.00397632503453293,0.00254787789714906,0.116247507121483,0.0591047343117395,0.0372385024091503,0.0279182076166093,0.0155304497520199,0.0130088927954285,0.00742122209186295,0.00308744856559005,0.00242666047228909,1.41755412243255,0.545663342920112,0.167332185284183,0.0416634962821451,0.0302914609297669,0.0272390027623305,0.00921750660274556,0.0033312689903203,0.00269247057518043,0.124907984928962,0.0610764969623651,0.0255646511816781,0.018183794799058,0.0130423513577564,0.00756708555918613,0.00561968747584652,0.00168911443469845,0.00134870116887442,201103101140,normal
0.87257243638196,0.0529012539924841,0.875122197026959,0.0511707490741146,0.325360544217687,0.00936487621462713,0.547976820357773,0.0501373643076494,0.372875111167577,0.628001524583916,0.593748735585677,1.11111111111111,1.11111111111111,1.2733740659036,0.0239244687309849,0.0330138469584309,0.114031440802712,0.140279928199588,0.172792687879226,0.276142720405263,0.0945390340666749,0.000887528221627834,3.16657427259652e-05,0.00203683170367013,0.00271765979824436,0.00399316863032424,0.00446894440224057,0.00546169515304763,0.00744049448204866,0.00518790515548891,0.000379373313390086,2.31401910411662e-05,0.00717313165592925,0.00656982117134599,0.00725821208364177,0.0110456111228184,0.0108342003434033,0.0113632868324269,0.0242607418274199,0.000894471022497152,1.83168904171717e-05,0.00183090927557612,0.00276762190434765,0.00265586167434468,0.00312263983898631,0.00434921306074851,0.00444373021760438,0.00513406426570737,0.000784948084916656,0.000188349018516991,201103140132,normal
